realization	alpha	beta	mu	mu_low	lambda	delta	lambda_tilde	violation
12989	1.4422	1.4422	1.7690	-4.0000	0.1338	0.4422	0.0334	False
12990	1.0000	1.0000	0.0000	-5.0000	-0.0244	-0.0000	-0.0049	False
12991	1.0000	1.0000	0.0000	-7.0000	-0.0000	-0.0000	-0.0000	False
12992	0.8960	0.8960	-0.8317	-8.0000	-0.0000	-0.1040	-0.0000	False
12993	1.0000	1.0000	0.0000	-3.0000	-0.0000	0.0000	-0.0000	False
12994	1.0000	1.0000	0.0000	-6.0000	-0.0000	0.0000	-0.0000	False
12995	1.0000	1.0000	0.0000	-4.0000	-0.0000	0.0000	-0.0000	False
12996	1.4142	1.4142	1.2426	-3.0000	0.1844	0.4142	0.0615	False
12997	0.7937	0.7937	-1.0315	-5.0000	-0.0000	-0.2063	-0.0000	False
12998	1.4142	1.4142	2.0711	-5.0000	-0.0018	0.4142	-0.0004	False
12999	1.4142	1.4142	3.3137	-8.0000	0.0828	0.4142	0.0104	False
13000	1.0000	1.0000	0.0000	-5.0000	0.0000	0.0000	0.0000	False
13001	1.4142	1.4142	1.6569	-4.0000	0.0858	0.4142	0.0215	False
13002	1.4142	1.4142	2.0711	-5.0000	-0.2761	0.4142	-0.0552	False
13003	1.3247	1.3247	2.5977	-8.0000	0.0631	0.3247	0.0079	False
13004	2.0000	2.0000	6.0000	-6.0000	0.7532	1.0000	0.1255	False
13005	0.9150	0.9150	-0.3401	-4.0000	-0.0000	-0.0850	-0.0000	False
13006	1.0000	1.0000	0.0000	-7.0000	-0.0704	0.0000	-0.0101	False
13007	0.7071	0.7071	-0.5858	-2.0000	-0.0455	-0.2929	-0.0228	False
13008	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
13009	2.0000	2.0000	5.0000	-5.0000	0.7237	1.0000	0.1447	False
13010	1.4142	1.4142	2.0711	-5.0000	0.3606	0.4142	0.0721	False
13011	1.6077	1.6077	3.0384	-5.0000	0.3310	0.6077	0.0662	False
13012	1.2315	1.2315	1.6203	-7.0000	0.0073	0.2315	0.0010	False
13013	1.4142	1.4142	2.0711	-5.0000	0.3690	0.4142	0.0738	False
13014	1.0000	1.0000	0.0000	-5.0000	0.0000	-0.0000	0.0000	False
13015	1.4142	1.4142	2.0711	-5.0000	0.2050	0.4142	0.0410	False
13016	2.0000	2.0000	6.0000	-6.0000	0.2435	1.0000	0.0406	False
13017	1.3247	1.3247	0.9742	-3.0000	0.0010	0.3247	0.0003	False
13018	1.2888	1.2888	1.7328	-6.0000	0.0222	0.2888	0.0037	False
13019	1.0000	1.0000	0.0000	-5.0000	0.0000	-0.0000	0.0000	False
13020	1.1915	1.1915	0.7660	-4.0000	0.0457	0.1915	0.0114	False
13021	1.0951	1.0951	0.4757	-5.0000	0.0000	0.0951	0.0000	False
13022	1.2361	1.2361	1.6525	-7.0000	-0.0241	0.2361	-0.0034	False
13023	2.0000	2.0000	8.0000	-8.0000	0.3818	1.0000	0.0477	False
13024	1.0000	1.0000	0.0000	-4.0000	0.0000	-0.0000	0.0000	False
13025	1.4142	1.4142	3.3137	-8.0000	0.0087	0.4142	0.0011	False
13026	0.8756	0.8756	-0.7467	-6.0000	-0.0000	-0.1244	-0.0000	False
13027	1.0000	1.0000	0.0000	-6.0000	0.0000	-0.0000	0.0000	False
13028	1.0000	1.0000	0.0000	-2.0000	-0.0065	0.0000	-0.0033	False
13029	1.4142	1.4142	2.4853	-6.0000	0.2044	0.4142	0.0341	False
13030	0.8393	0.8393	-0.4821	-3.0000	0.0000	-0.1607	0.0000	False
13031	1.4142	1.4142	1.2426	-3.0000	0.2967	0.4142	0.0989	False
13032	1.0000	1.0000	0.0000	-3.0000	0.0000	-0.0000	0.0000	False
13033	2.0000	2.0000	4.0000	-4.0000	0.4744	1.0000	0.1186	False
13034	1.0000	1.0000	0.0000	-6.0000	-0.0238	0.0000	-0.0040	False
13035	1.0000	1.0000	0.0000	-4.0000	0.0000	0.0000	0.0000	False
13036	1.2332	1.2332	1.1661	-5.0000	0.0213	0.2332	0.0043	False
13037	2.0000	2.0000	1.0000	-1.0000	0.1880	1.0000	0.1880	False
